1.22375 31.00390625
1.223715 31.01171875
1.22365 31.01953125
1.22355 31.02734375
1.223415 31.03515625
1.223245 31.04296875
1.223045 31.05078125
1.222815 31.05859375
1.222545 31.06640625
1.22224 31.07421875
1.221905 31.08203125
1.221535 31.08984375
1.221135 31.097656
1.2207 31.1054685
1.22023 31.1132815
1.21973 31.121094
1.21919 31.128906
1.21883 31.1338815
1.218535 31.137786
1.21801 31.1445315
1.217375 31.152344
1.216705 31.160156
1.215995 31.1679685
1.21525 31.1757815
1.214475 31.183594
1.213665 31.191406
1.21282 31.1992185
1.211945 31.2070315
1.21122 31.213276
1.21075 31.2171795
1.21008 31.222656
1.2091 31.2304685
1.208085 31.2382815
1.207035 31.246094
1.205945 31.253906
1.20482 31.2617185
1.203685 31.269343
1.203095 31.273249
1.202465 31.277344
1.20124 31.285156
1.199975 31.2929685
1.198675 31.3007815
1.19734 31.308594
1.195985 31.3162945
1.19529 31.3202005
1.19456 31.3242185
1.193115 31.3320315
1.19163 31.339844
1.190115 31.347656
1.188565 31.3554685
1.18764 31.3600545
1.186835 31.36395
1.185345 31.371094
1.183675 31.378906
1.18197 31.3867185
1.1804 31.3937925
1.17952 31.397696
1.17846 31.402344
1.17664 31.410156
1.174785 31.4179685
1.172895 31.4257815
1.171915 31.429834
1.170935 31.433723
1.168995 31.441406
1.166985 31.4492185
1.165015 31.456731
1.16398 31.460636
1.16285 31.464844
1.160725 31.472656
1.158555 31.4804685
1.15686 31.486506
1.15574 31.490403
1.154105 31.496094
1.151815 31.503906
1.14955 31.5115035
1.148375 31.515409
1.147115 31.5195315
1.1447 31.527344
1.142245 31.535156
1.14082 31.539677
1.139555 31.543562
1.13721 31.5507815
1.13463 31.558594
1.133075 31.5632815
1.131745 31.5671655
1.129335 31.5742185
1.126625 31.5820315
1.12514 31.586329
1.12374 31.590209
1.12107 31.597656
1.118425 31.604933
1.11699 31.6088365
1.115335 31.6132815
1.1124 31.621094
1.110155 31.62702
1.108645 31.6309115
1.106395 31.6367185
1.10332 31.6445315
1.10168 31.6487275
1.10009 31.6525985
1.097025 31.660156
1.094595 31.666095
1.092965 31.669985
1.090545 31.6757815
1.08742 31.6831505
1.08575 31.6870535
1.083865 31.691406
1.08045 31.6992185
1.078435 31.7038295
1.076675 31.7076995
1.073465 31.714844
1.07101 31.720267
1.0692 31.724148
1.066275 31.7304685
1.06348 31.736445
1.06162 31.740334
1.058875 31.746094
1.055845 31.752376
1.053935 31.7562685
1.05126 31.7617185
1.048105 31.768074
1.04614 31.7719665
1.04342 31.777344
1.04025 31.7835525
1.038225 31.787442
1.035355 31.7929685
1.032285 31.7988255
1.0302 31.802709
1.027055 31.808594
1.02421 31.8139085
1.022055 31.8177795
1.018515 31.8242185
1.016015 31.82882
1.013785 31.8326705
1.009885 31.839577
1.00766 31.8434805
1.00525 31.847656
1.0015 31.854116
0.9991985 31.858009
0.996084 31.8632815
0.9929915 31.8685195
0.990608 31.872382
